MODE_OF_TRANSPORTATION,WEATHER,GEOPOLITICAL_RISKS,ROUTE_OPTIMIZATION,NO_OF_DELIVERED,CUSTUMER_RATING,EFFICIENCY,EFFICIENT,BEST OR NOT
3,4,1,9,69,8,274.01,1,1
2,1,1,2,93,4,306.89,1,0
3,3,0,10,68,8,270.56,1,1
3,4,0,7,81,8,301.77,1,1
2,2,0,8,8,5,70.46,1,0
3,4,1,10,15,3,96.05,1,0
2,4,0,9,36,5,160.06,1,0
2,4,1,6,86,1,290.12,1,0
3,4,1,5,80,6,287.99,1,0
2,3,1,2,84,7,292.47,1,0
2,1,1,5,63,3,221.77,1,0
1,1,1,7,28,1,113.84,1,0
2,3,1,6,25,10,137.11,1,0
3,4,0,4,56,2,195.73,1,0
2,3,1,5,22,3,99.97,1,0
2,2,0,7,6,7,68.56,0,0
2,2,0,5,65,7,240.7,1,0
2,2,1,3,12,7,77.04,1,0
3,4,0,9,51,8,217.21,1,0
3,3,0,9,78,10,304.9,1,1
3,1,1,9,93,2,321.98,1,1
3,3,0,3,19,7,97.86,1,0
3,1,0,9,12,8,96.4,1,0
2,2,1,9,36,4,156.9,1,0
3,2,0,5,60,9,233.87,1,0
1,3,1,10,44,1,173.24,1,0
1,1,1,5,75,9,278.38,1,0
2,3,1,4,3,7,53.89,0,0
2,4,0,8,99,6,350.88,1,1
2,4,0,8,86,9,322.36,1,1
1,1,0,5,79,3,266.54,1,0
3,2,0,8,28,4,128.39,1,0
1,2,1,7,49,10,210.49,1,0
3,1,0,1,84,4,275.36,1,0
3,4,0,4,62,1,210.27,1,0
2,4,1,7,32,10,162.28,1,0
1,4,0,1,16,6,77.97,1,0
3,3,1,2,47,4,171.1,1,0
3,3,0,10,37,7,173.36,1,0
1,2,1,10,25,4,125.59,1,0
3,1,0,10,49,6,204,1,0
3,4,0,3,28,1,104.57,1,0
1,4,1,7,92,2,313.73,1,1
2,4,1,2,69,4,237.44,1,0
2,1,0,2,81,9,286.11,1,0
1,3,0,8,13,2,74.72,1,0
1,2,0,8,49,8,203.91,1,0
3,2,0,6,46,8,191.03,1,0
2,1,1,10,72,5,271.21,1,1
2,4,1,7,25,4,119.66,1,0
3,1,0,5,35,4,139.46,1,0
1,4,1,5,28,3,117.99,1,0
1,4,1,1,25,2,93.27,1,0
2,2,0,4,91,1,294.72,1,0
3,3,1,1,73,9,264.5,1,0
2,1,0,3,86,2,279.17,1,0
3,3,1,4,55,3,197.72,1,0
3,3,0,8,11,1,67.32,0,0
2,1,1,1,83,6,280.83,1,0
2,3,0,2,78,7,271.91,1,0
3,2,1,1,11,1,47.61,0,0
3,3,0,9,86,6,314.74,1,1
2,1,1,1,72,8,254.77,1,0
3,2,0,7,85,8,311.83,1,1
2,3,0,8,99,10,364.19,1,1
3,4,1,7,15,6,97.73,1,0
1,3,0,2,58,6,206.82,1,0
3,1,0,4,33,9,148.3,1,0
3,2,1,6,86,2,292.79,1,0
3,4,0,5,9,1,53.23,0,0
2,1,0,9,30,1,124.59,1,0
3,4,0,2,54,3,187.23,1,0
3,4,1,8,69,7,267.41,1,1
2,4,1,7,89,3,309.36,1,1
2,1,0,1,35,1,115.53,1,0
2,1,0,10,40,5,172.13,1,0
2,1,0,7,48,10,205.13,1,0
1,4,1,10,41,1,165.19,1,0
1,4,1,10,11,7,96.07,1,0
2,2,1,2,21,6,97.62,1,0
2,3,0,7,55,3,203.23,1,0
1,2,0,1,62,8,222.03,1,0
3,3,1,1,32,6,129.94,1,0
3,1,1,8,92,8,337.42,1,1
2,3,1,1,5,9,58.03,0,0
3,1,1,6,26,4,117.74,1,0
3,4,0,5,87,3,295.95,1,0
3,2,0,3,77,2,254.11,1,0
3,1,1,10,13,1,79.82,1,0
1,4,0,3,95,10,336.91,1,0
1,3,0,1,82,8,283.44,1,0
2,2,1,9,30,9,156.68,1,0
1,1,1,7,20,4,100.42,1,0
2,3,0,7,61,10,246.41,1,1
1,2,0,2,26,6,109.17,1,0
3,1,1,1,42,1,140.22,1,0
3,1,1,9,76,1,267.06,1,1
1,4,0,3,57,4,200.67,1,0
3,3,0,5,63,1,215.3,1,0
3,3,0,7,69,3,246.62,1,1
2,1,1,7,71,6,262.71,1,1
1,3,0,2,79,7,273.82,1,0
3,1,0,6,28,5,124.92,1,0
3,4,0,6,79,6,285.55,1,0
3,2,0,7,77,2,266.19,1,1
2,1,1,2,99,4,325.01,1,0
1,2,0,2,99,7,333.21,1,0
2,3,0,2,71,7,250.77,1,0
3,1,1,1,77,4,256.66,1,0
1,3,0,10,1,2,44.52,0,0
2,3,1,3,83,3,278.15,1,0
3,3,1,10,1,6,63.5,0,0
1,4,1,2,26,2,99.31,1,0
3,4,0,4,50,3,181.19,1,0
2,4,0,2,48,10,193.06,1,0
2,3,1,2,85,5,288.33,1,0
3,1,1,5,19,8,107.9,1,0
1,4,0,7,99,7,350.33,1,1
3,3,1,8,91,7,332.84,1,1
3,4,0,7,42,4,169.67,1,0
1,3,0,5,99,3,328.96,1,0
3,2,0,6,95,6,331.85,1,0
1,2,1,9,92,3,321.33,1,1
3,4,1,2,44,2,155.89,1,0
2,2,1,7,82,10,311.26,1,1
2,3,0,4,58,8,221.13,1,0
1,4,1,1,92,4,302.77,1,0
3,4,1,1,46,8,180.39,1,0
2,4,0,2,9,7,64.54,0,0
3,4,0,6,91,10,336.11,1,0
2,3,1,4,61,2,211.15,1,0
1,2,1,10,67,2,245.27,1,1
3,2,0,6,46,5,180.29,1,0
3,4,1,3,87,5,299.51,1,0
1,2,0,9,49,4,192.61,1,0
2,3,1,1,55,1,180.39,1,0
1,1,1,10,82,9,314.62,1,1
2,2,1,8,79,9,301.64,1,1
3,2,0,6,95,7,335.43,1,0
1,3,1,1,37,10,157.14,1,0
3,1,0,5,90,5,309.14,1,0
2,1,0,5,11,6,73.03,1,0
3,2,0,3,79,5,270.89,1,0
3,1,0,4,91,4,305.56,1,0
3,2,1,8,58,2,214.27,1,0
2,2,0,9,22,7,122.92,1,0
1,1,1,1,4,4,33.98,0,0
3,2,0,8,35,5,153.11,1,0
3,2,0,1,35,7,139.13,1,0
3,1,0,3,88,9,311.38,1,0
2,3,0,9,95,4,333.65,1,1
1,3,1,10,31,8,159.04,1,0
2,3,0,9,14,3,85.45,1,0
2,4,0,8,86,9,322.36,1,1
3,2,0,3,52,8,200.09,1,0
3,1,1,7,52,9,217.18,1,0
2,1,1,9,46,3,182.51,1,0
2,4,0,8,42,5,175.16,1,0
2,2,1,9,71,10,284.08,1,1
1,3,0,6,84,10,311.74,1,0
3,1,0,2,16,1,62.28,0,0
3,3,0,8,74,8,282.64,1,1
1,4,1,3,4,1,32.31,0,0
2,3,1,2,96,2,310.81,1,0
1,4,1,9,33,10,170.23,1,0
3,3,1,1,63,7,227.14,1,0
1,1,0,6,100,3,332.98,1,0
1,1,0,8,91,7,326.16,1,1
1,4,1,1,1,2,20.79,0,0
1,1,1,5,28,4,118.54,1,0
3,4,1,9,45,10,208.69,1,0
1,2,1,1,41,2,139.57,1,0
1,2,0,9,52,5,205.25,1,0
1,1,1,7,18,5,97.96,1,0
1,4,0,2,4,7,48.33,0,0
2,3,0,10,13,6,96.19,1,0
3,4,1,7,90,4,317.07,1,1
3,1,1,5,6,6,61.48,0,0
2,1,0,4,29,6,124.37,1,0
2,3,1,5,38,7,162.61,1,0
2,2,0,10,5,10,85.34,1,0
2,3,1,2,66,5,230.95,1,0
2,2,1,1,32,7,131.4,1,0
3,1,0,2,88,8,304.78,1,0
3,4,1,6,97,7,345.93,1,0
2,3,1,1,48,1,159.25,1,0
2,2,0,3,21,8,105.36,1,0
3,4,1,6,29,6,136.99,1,0
1,1,0,6,39,10,173.82,1,0
3,1,0,4,2,1,26.04,0,0
1,3,0,9,6,7,74.5,1,0
2,4,1,3,51,9,204,1,0
3,3,1,3,67,9,252.42,1,0
2,3,0,7,51,10,216.21,1,0
1,4,1,9,40,8,184.21,1,0
2,4,0,5,8,1,49.1,0,0
2,4,0,3,52,5,190.26,1,0
2,2,1,5,46,7,185.76,1,0
1,2,1,7,27,7,133.31,1,0
1,4,1,10,20,4,112.51,1,0
3,1,1,9,73,9,286.64,1,1
2,4,0,5,17,4,87.02,1,0
2,1,0,3,14,9,86.79,1,0
3,4,0,6,80,4,281.41,1,0
1,2,1,10,68,3,251.87,1,1
3,1,0,4,80,2,265.18,1,0
3,1,1,3,73,3,247.04,1,0
3,1,0,7,53,6,207.02,1,0
2,2,0,7,82,4,287.34,1,1
3,4,1,7,70,4,256.67,1,1
2,3,1,3,57,5,206.79,1,0
3,4,1,7,65,6,248.73,1,1
3,4,1,5,84,4,292.91,1,0
1,3,1,5,17,10,108.82,1,0
3,4,0,3,37,7,153.23,1,0
3,4,0,5,16,3,81.53,1,0
3,3,0,5,30,10,147.86,1,0
1,4,0,7,55,3,203.13,1,0
1,2,1,3,94,1,302.09,1,0
1,2,0,8,87,8,318.67,1,1
1,4,1,5,46,2,168.77,1,0
2,4,0,2,73,6,254.24,1,0
2,4,1,1,15,4,71.34,1,0
2,1,1,6,39,1,145.15,1,0
2,4,0,9,5,2,55.7,0,0
2,1,0,7,93,8,333.87,1,1
3,4,0,7,17,5,97.75,1,0
3,3,0,1,51,4,177.72,1,0
2,3,1,6,100,5,345.71,1,0
3,3,1,4,15,4,80.5,1,0
2,3,1,3,71,7,256.23,1,0
3,1,1,6,37,9,168.86,1,0
1,1,1,2,13,1,53.44,0,0
2,4,1,4,37,9,164.74,1,0
3,3,0,8,97,4,337.78,1,1
1,4,1,7,51,6,204.23,1,0
3,2,0,7,75,10,288.79,1,1
3,1,1,1,5,2,32.06,0,0
2,1,0,9,34,7,158.15,1,0
1,2,1,10,74,9,291.47,1,1
2,2,1,8,71,10,281.06,1,1
2,4,0,1,53,9,201.56,1,0
3,3,0,8,12,9,98.98,1,0
3,1,0,7,74,7,274.02,1,1
2,3,1,6,16,2,81.29,1,0
2,3,1,7,86,7,313.61,1,1
1,3,0,4,91,7,316.1,1,0
2,1,0,2,73,6,251.21,1,0
2,2,0,5,9,7,71.58,1,0
1,1,1,10,95,9,353.88,1,1
3,1,0,5,65,8,244.38,1,0
2,4,1,7,87,9,324.8,1,1
2,4,1,8,24,1,108.92,1,0
3,3,0,5,84,8,303.78,1,0
3,3,0,4,35,9,156.36,1,0
1,3,0,1,27,9,120.92,1,0
3,1,0,2,83,7,286.1,1,0
2,3,0,2,100,10,349.09,1,0
2,2,0,6,24,6,116.32,1,0
3,4,1,5,48,9,202.09,1,0
2,4,1,5,92,10,337.44,1,0
3,2,0,4,81,3,272.79,1,0
3,2,1,6,85,6,304.09,1,0
3,1,1,7,17,2,86.42,1,0
3,1,1,6,94,4,323.1,1,0
2,1,1,4,70,2,236.31,1,0
1,3,1,10,72,10,290.02,1,1
3,1,0,6,97,2,322.56,1,0
1,2,0,5,87,3,291.71,1,0
1,4,1,3,50,5,185.55,1,0
1,1,0,1,27,2,93.84,1,0
2,2,0,8,39,4,160.5,1,0
1,4,0,8,48,7,199.33,1,0
3,1,1,5,53,5,199.84,1,0
3,4,1,6,51,8,210.59,1,0
1,3,0,2,55,1,179.86,1,0
2,1,1,9,54,10,231.73,1,0
2,3,1,1,16,7,84.09,1,0
1,1,1,2,7,10,67.54,0,0
3,3,1,1,76,10,277.14,1,0
1,2,0,2,45,3,155.81,1,0
3,1,1,7,2,1,37.54,0,0
2,3,0,2,80,8,281.53,1,0
1,1,0,7,50,8,202.9,1,0
1,3,0,4,96,8,334.78,1,0
2,4,0,5,14,5,81.54,1,0
3,2,1,8,31,6,147.05,1,0
1,2,1,8,36,7,163.51,1,0
3,3,1,4,93,4,316.06,1,0
1,1,0,8,52,4,197.64,1,0
3,3,0,8,68,5,253.78,1,1
3,3,1,6,86,3,297.38,1,0
1,4,0,6,92,9,333.33,1,0
2,2,0,2,57,9,214.64,1,0
1,1,1,10,91,10,345.38,1,1
3,4,1,10,66,6,260.81,1,1
1,2,1,2,65,4,222.23,1,0
3,4,1,7,3,8,68.65,0,0
2,2,1,3,68,10,256.9,1,0
2,4,0,2,85,8,297.64,1,0
2,4,1,5,90,7,320.66,1,0
1,3,1,2,53,8,201.32,1,0
3,2,0,5,4,2,39.69,0,0
2,1,0,6,1,2,31.53,0,0
1,2,1,7,87,7,314.51,1,1
1,1,1,6,67,5,242.92,1,0
2,1,0,9,22,7,121.91,1,0
3,4,0,9,44,4,181.75,1,0
3,4,0,9,37,4,160.61,1,0
1,3,1,3,17,9,99.2,1,0
2,3,0,8,71,7,268.89,1,1
3,1,0,7,47,10,203.22,1,0
2,4,0,1,89,7,303.12,1,0
1,4,0,1,37,3,130.65,1,0
1,1,0,4,92,7,317.1,1,0
1,1,1,7,23,5,113.06,1,0
3,1,1,2,55,5,196.82,1,0
2,1,0,4,81,3,270.67,1,0
3,1,1,1,75,6,257.78,1,0
2,2,1,10,52,8,222.56,1,0
3,1,1,10,23,9,138.66,1,0
3,3,0,2,46,6,172.8,1,0
3,3,0,3,48,5,178.28,1,0
3,4,0,9,95,4,335.77,1,1
1,2,0,3,33,5,129.75,1,0
3,1,1,6,91,3,310.46,1,0
3,4,0,2,21,9,109.05,1,0
2,2,1,9,91,5,326.58,1,1
1,1,1,6,19,10,115.86,1,0
1,3,1,5,24,6,115.64,1,0
1,1,1,3,54,1,180.28,1,0
3,3,0,5,65,1,221.34,1,0
2,4,0,9,33,10,168.9,1,0
2,3,1,3,45,5,170.55,1,0
2,3,1,3,12,5,70.89,1,0
2,3,1,1,77,3,253.99,1,0
3,1,1,4,60,2,207.22,1,0
3,4,0,1,19,9,99.99,1,0
1,2,1,5,10,7,75.93,1,0
1,2,1,6,74,9,279.39,1,0
1,4,1,9,44,1,171.23,1,0
2,4,0,2,25,8,116.44,1,0
2,4,0,8,9,1,61.18,0,0
2,2,1,3,6,2,41.02,0,0
2,4,1,5,93,7,329.72,1,0
1,1,1,10,53,6,216.3,1,0
3,1,0,1,78,7,267.98,1,0
2,2,1,9,68,10,275.02,1,1
3,1,1,4,70,4,244.58,1,0
1,1,1,2,2,8,45.28,0,0
3,3,1,2,43,8,173.34,1,0
2,3,0,9,32,3,139.81,1,0
3,4,1,6,56,7,222.11,1,0
3,1,0,4,63,3,217.42,1,0
2,2,0,7,93,9,338.46,1,1
2,4,1,8,19,3,100.98,1,0
2,1,1,2,51,8,194.37,1,0
1,2,0,9,43,7,185.23,1,0
1,3,1,6,86,7,309.48,1,0
1,1,0,5,52,7,199.32,1,0
1,4,0,8,2,2,42.51,0,0
2,2,0,3,41,5,155.02,1,0
3,3,0,8,85,9,319.44,1,1
3,1,0,9,51,2,192.7,1,0
3,3,0,7,69,2,243.04,1,1
1,4,0,9,89,8,329.75,1,1
1,2,0,6,75,2,254.91,1,0
2,3,0,5,96,5,328.17,1,0
2,2,0,6,75,10,284.66,1,0
1,2,1,3,60,2,202.99,1,0
1,3,0,6,72,3,250.44,1,0
2,2,0,6,97,10,351.1,1,0
1,2,1,4,53,8,206.35,1,0
1,2,0,10,6,3,62.19,0,0
1,2,1,6,16,5,89.91,1,0
1,1,0,5,48,6,183.66,1,0
2,2,1,7,23,4,111.6,1,0
1,3,1,10,72,4,268.54,1,1
3,4,1,1,20,1,76.81,1,0
2,3,0,7,52,4,197.75,1,0
3,2,1,3,4,4,43.25,0,0
2,2,1,2,30,4,117.64,1,0
3,4,1,7,70,1,245.93,1,1
2,2,0,7,8,2,56.7,0,0
1,3,1,1,40,5,148.3,1,0
2,2,0,4,71,8,259.38,1,0
2,2,0,3,1,10,52.12,0,0
2,3,1,9,38,9,181.85,1,0
1,3,1,8,47,3,183.42,1,0
2,3,0,1,41,1,135.67,1,0
2,2,1,2,65,9,241.24,1,0
3,2,1,6,79,5,282.39,1,0
3,3,1,3,3,9,59.14,0,0
3,2,1,2,69,2,229.37,1,0
2,1,1,7,20,2,94.37,1,0
1,4,1,4,31,9,145.51,1,0
2,4,1,10,67,7,266.3,1,1
3,1,0,9,59,10,245.5,1,0
2,1,0,5,17,5,87.57,1,0
3,4,0,2,34,7,141.15,1,0
1,3,0,4,42,9,175.28,1,0
2,2,0,3,51,4,181.64,1,0
2,1,1,2,93,4,306.89,1,0
1,2,0,9,22,5,114.65,1,0
2,2,1,1,15,2,62.16,0,0
1,3,0,3,60,8,223.04,1,0
1,1,1,6,21,9,118.32,1,0
3,2,1,9,80,9,308.79,1,1
3,3,0,3,98,3,322.12,1,0
1,1,1,1,83,3,268.98,1,0
3,3,1,4,63,4,225.46,1,0
3,1,1,6,60,10,241.9,1,0
1,4,1,5,86,10,318.21,1,0
2,1,1,5,1,1,27.37,0,0
1,1,1,5,50,9,202.88,1,0
3,3,1,4,92,5,316.62,1,0
1,2,0,6,37,5,150.89,1,0
2,3,0,3,42,4,155.47,1,0
3,1,0,7,32,7,147.18,1,0
1,1,1,7,96,8,344.26,1,1
2,3,1,5,93,5,321.55,1,0
3,2,1,3,35,8,151.19,1,0
3,3,0,5,94,3,316.08,1,0
3,1,1,4,17,9,102.42,1,0
3,2,1,4,51,10,209.69,1,0
3,2,0,1,45,2,151.43,1,0
1,1,0,2,39,5,143.84,1,0
2,4,1,6,94,4,325.02,1,0
1,2,1,1,92,9,318.65,1,0
3,1,0,3,99,10,348.18,1,0
1,2,0,9,69,8,267.33,1,1
3,2,1,5,49,5,188.77,1,0
2,4,0,8,1,4,47.76,0,0
3,2,1,7,80,7,295.59,1,1
2,4,0,8,94,3,325.04,1,1
3,4,0,4,36,5,146.07,1,0
3,2,0,8,3,5,56.47,0,0
3,2,1,3,11,3,60.81,0,0
3,1,0,5,27,7,126.04,1,0
2,2,1,9,90,9,337.88,1,1
1,3,1,5,7,5,60.72,0,0
1,2,0,7,28,4,123.15,1,0
3,4,0,8,13,6,92.27,1,0
3,1,0,7,34,7,153.22,1,0
1,2,1,3,49,3,173.35,1,0
1,4,1,6,47,10,203.45,1,0
2,4,0,2,44,8,173.82,1,0
3,4,0,8,79,10,305.91,1,1
2,1,0,8,82,9,307.25,1,1
3,2,1,3,78,10,288.21,1,0
1,3,1,6,89,9,325.7,1,0
1,4,0,7,15,2,78.75,1,0
1,2,0,9,3,2,46.53,0,0
1,2,1,2,75,2,245.27,1,0
2,4,1,8,73,3,264.06,1,1
2,3,1,4,8,8,72.57,1,0
1,2,1,10,63,6,247.51,1,1
1,1,1,10,30,10,161.16,1,0
2,1,0,6,47,5,181.19,1,0
2,4,1,6,41,9,182.86,1,0
2,1,0,6,80,4,277.27,1,0
1,3,1,7,49,9,207.92,1,0
1,3,0,3,43,7,168.12,1,0
2,3,1,10,37,7,174.69,1,0
2,2,1,1,85,4,280.72,1,0
2,4,0,3,4,1,30.98,0,0
2,3,1,1,31,8,132.97,1,0
1,3,0,5,77,10,287.58,1,0
2,1,0,1,64,10,235.33,1,0
3,3,0,4,95,8,333.98,1,0
3,1,1,6,100,7,351.96,1,0
1,1,1,2,53,3,181.4,1,0
2,2,1,1,91,4,298.84,1,0
2,1,0,8,52,7,209.49,1,0
1,3,0,1,96,4,311.4,1,0
2,4,0,10,34,7,164.2,1,0
2,3,0,3,75,2,247.97,1,0
3,1,0,4,22,6,104.34,1,0
3,1,0,7,52,8,211.16,1,0
1,4,0,5,10,1,54.03,0,0
3,4,0,5,30,4,127.39,1,0
2,3,0,10,84,10,324.93,1,1
2,3,1,5,68,3,238.89,1,0
1,2,1,8,96,7,344.71,1,1
2,1,0,1,42,2,140.25,1,0
1,4,0,1,95,3,305.81,1,0
2,1,1,9,71,8,275.91,1,1
3,3,1,7,74,10,289.22,1,1
2,3,0,1,66,6,229.07,1,0
1,4,0,1,31,1,105.37,1,0
3,3,1,7,87,1,296.26,1,1
1,4,0,7,73,1,250.33,1,1
1,4,1,4,30,4,124.59,1,0
1,2,0,8,12,3,74.27,1,0
2,1,0,8,70,2,245.95,1,1
2,1,1,9,71,2,254.43,1,1
2,4,0,5,30,4,126.28,1,0
1,1,0,6,40,2,148.2,1,0
3,1,1,8,33,9,162.82,1,0
1,4,0,8,15,9,106.83,1,0
2,2,1,6,47,3,177.48,1,0
2,3,1,6,82,6,294.93,1,0
3,2,1,3,93,2,304.87,1,0
3,4,1,1,93,9,325.91,1,0
2,3,0,6,39,5,159.05,1,0
2,4,0,6,53,10,220.24,1,0
3,1,1,4,19,7,101.3,1,0
3,3,0,6,86,2,291.36,1,0
3,3,1,8,60,9,246.38,1,0
1,4,1,1,12,9,79.07,1,0
2,3,1,2,52,9,202.99,1,0
1,1,0,8,44,10,194.96,1,0
3,2,0,7,94,4,324.69,1,1
1,2,1,7,7,7,72.91,1,0
2,1,0,10,61,2,224.81,1,1
3,2,0,4,41,3,151.99,1,0
2,3,0,7,36,2,142.27,1,0
1,2,0,8,64,2,227.73,1,1
3,3,1,3,99,1,320.42,1,0
2,2,1,10,100,8,367.52,1,1
3,4,1,7,21,10,130.17,1,0
2,3,1,4,25,6,116.75,1,0
2,1,1,3,56,8,212.49,1,0
1,1,1,4,10,7,71.9,1,0
2,2,0,10,9,3,72.36,1,0
3,1,0,9,47,1,177.04,1,0
1,4,1,6,98,9,353.89,1,0
2,3,0,8,17,10,116.55,1,0
2,2,0,7,84,6,300.54,1,1
3,1,1,10,86,5,314.6,1,1
1,2,0,4,68,4,234.89,1,0
3,3,1,9,2,6,63.5,0,0
3,3,1,5,79,8,291.12,1,0
2,3,1,1,8,5,52.77,0,0
2,4,0,7,7,7,73.6,1,0
1,2,0,6,63,8,240.15,1,0
1,2,0,10,63,2,230.75,1,1
2,2,1,5,23,5,109.14,1,0
3,1,0,10,77,10,302.88,1,1
3,2,1,8,29,10,155.33,1,0
1,2,0,5,39,9,168.23,1,0
1,4,1,9,90,1,310.15,1,1
3,4,0,9,68,9,272.13,1,1
3,3,1,9,88,2,308.9,1,1
2,1,1,1,68,7,239.11,1,0
3,1,1,4,53,6,200.4,1,0
1,2,1,10,2,5,59.71,0,0
3,1,0,3,60,8,223.24,1,0
3,1,1,4,34,5,139.44,1,0
1,4,0,4,81,2,269.01,1,0
1,3,1,9,90,4,319.88,1,1
3,2,0,9,32,4,143.49,1,0
3,1,1,1,97,5,320.64,1,0
3,3,0,9,23,4,117.32,1,0
1,2,1,8,4,7,66.87,0,0
2,1,0,7,21,10,123.59,1,0
3,4,1,2,42,4,157.01,1,0
1,1,1,4,54,10,215.52,1,0
1,1,0,1,62,6,213.86,1,0
3,4,1,7,58,8,234.75,1,0
1,3,1,7,45,9,195.84,1,0
1,3,1,5,34,5,142.26,1,0
1,4,1,6,25,10,137.01,1,0
3,4,0,6,64,10,254.57,1,0
3,1,1,4,60,4,214.38,1,0
3,4,0,9,98,9,362.73,1,1
2,2,0,1,65,2,210.72,1,0
3,4,0,2,40,6,155.69,1,0
1,2,1,10,28,3,131.07,1,0
3,3,1,6,78,5,280.38,1,0
3,1,1,5,27,1,107,1,0
1,1,1,6,38,6,158.92,1,0
3,3,0,6,70,10,271.68,1,0
1,3,0,6,74,7,270.8,1,0
1,1,0,2,29,5,113.64,1,0
3,3,0,7,31,1,124.7,1,0
1,4,0,9,22,5,116.67,1,0
3,1,1,5,80,10,299.28,1,0
3,2,0,6,15,2,75.93,1,0
1,3,0,2,90,6,303.46,1,0
2,3,0,7,90,10,333.99,1,1
1,4,0,4,17,10,104.37,1,0
1,2,1,1,41,8,161.05,1,0
2,4,1,1,81,3,267.08,1,0
3,2,0,1,76,2,245.05,1,0
2,2,1,10,74,4,274.68,1,1
1,3,1,6,76,4,268.54,1,0
3,4,0,8,41,3,166.09,1,0
1,1,0,7,51,6,198.76,1,0
2,2,0,4,47,6,179.74,1,0
1,1,0,10,27,9,146.08,1,0
1,4,0,8,64,9,254.81,1,1
1,4,0,10,6,7,78.53,1,0
1,1,0,7,15,1,72.14,1,0
2,3,0,2,64,6,226.05,1,0
1,3,1,3,23,6,106.58,1,0
1,1,1,7,18,1,83.64,1,0
2,2,0,1,10,10,73.26,1,0
2,1,1,4,8,9,74.13,1,0
1,2,0,2,67,8,240.15,1,0
1,1,0,10,68,6,259.16,1,1
2,3,0,7,75,5,270.79,1,1
3,4,0,6,31,2,126.27,1,0
1,1,1,7,51,10,215.52,1,0
1,4,1,1,87,7,298.41,1,0
3,3,0,8,29,5,136,1,0
3,2,0,9,22,7,124.03,1,0
1,2,0,5,95,5,323.03,1,0
3,3,0,3,8,9,71.8,1,0
1,4,1,2,1,2,23.81,0,0
2,4,0,9,5,10,84.34,1,0
1,2,0,5,51,8,200.89,1,0
3,4,0,8,87,3,305.01,1,1
1,3,1,6,22,7,116.2,1,0
2,3,0,7,94,5,328.17,1,1
1,4,1,2,92,7,316.53,1,0
3,3,0,5,87,8,312.84,1,0
3,4,1,5,67,7,252.31,1,0
2,1,1,5,65,6,238.55,1,0
2,1,1,9,95,1,323.33,1,1
3,3,1,2,6,3,43.7,0,0
3,2,0,8,83,2,287.33,1,1
1,3,1,4,88,10,320.22,1,0
2,1,0,2,86,1,272.57,1,0
2,2,1,3,31,8,138,1,0
1,3,0,2,36,7,143.96,1,0
1,2,1,9,28,5,135.21,1,0
1,3,1,4,91,10,329.28,1,0
2,3,0,6,23,9,125.05,1,0
1,2,0,6,65,9,249.77,1,0
1,3,1,4,7,3,50.54,0,0
3,4,0,9,91,4,323.69,1,1
2,3,1,4,79,1,261.93,1,0
2,2,1,3,79,6,275.8,1,0
2,2,1,6,37,2,143.7,1,0
1,2,1,4,16,5,83.87,1,0
3,4,0,4,49,7,192.49,1,0
1,1,1,4,32,1,116.86,1,0
1,1,0,4,67,1,220.12,1,0
1,1,1,3,79,9,284.42,1,0
3,4,0,9,9,6,83.21,1,0
2,1,0,3,74,4,250.09,1,0
3,3,1,4,2,6,48.4,0,0
2,3,0,6,24,1,99.43,1,0
2,4,0,2,25,7,112.86,1,0
2,4,1,9,33,4,149.86,1,0
2,2,1,7,85,5,302.42,1,1
3,4,0,5,66,2,228.95,1,0
3,4,1,8,46,7,197.95,1,0
3,3,0,7,96,5,335.32,1,1
1,3,0,4,76,10,281.54,1,0
3,3,1,2,99,10,349.62,1,0
3,4,1,1,54,9,208.13,1,0
2,3,1,7,96,5,336.65,1,1
3,3,1,8,96,9,355.1,1,1
2,1,1,1,65,8,233.63,1,0
3,1,1,10,60,10,253.98,1,0
2,3,0,2,75,8,266.43,1,0
3,4,0,4,89,3,298.97,1,0
3,4,0,3,48,10,197.19,1,0
3,2,1,6,53,3,196.71,1,0
1,4,1,4,29,3,117.99,1,0
1,4,1,10,69,5,264.07,1,1
2,1,0,9,92,8,336.89,1,1
3,2,0,3,8,2,45.73,0,0
3,3,0,9,78,7,294.16,1,1
3,2,1,9,65,1,234.85,1,1
2,3,1,4,88,6,307.01,1,0
1,2,1,1,11,2,48.97,0,0
3,4,1,5,10,4,69.43,0,0
1,4,0,1,98,7,329.19,1,0
3,1,0,9,76,7,286.1,1,1
1,3,0,8,49,1,179.86,1,0
2,4,1,8,72,6,271.78,1,1
3,1,0,3,34,4,130.4,1,0
3,1,1,7,34,8,159.24,1,0
1,4,1,9,76,8,292.93,1,1
2,2,1,9,15,10,114.96,1,0
2,2,0,9,33,3,141.82,1,0
2,2,0,10,66,3,244.5,1,1
1,1,1,5,17,10,106.8,1,0
1,1,0,10,98,2,335.44,1,1
3,1,0,5,27,7,126.04,1,0
3,1,0,5,82,10,302.88,1,0
2,4,0,1,91,7,309.16,1,0
2,2,1,10,13,7,101.2,1,0
1,4,1,2,74,10,272.91,1,0
2,4,1,2,41,5,156.46,1,0
2,4,0,3,11,5,66.44,0,0
1,2,1,5,47,4,176.93,1,0
1,2,1,3,40,9,167.65,1,0
3,1,0,10,7,3,66.42,0,0
2,3,0,9,42,2,166.43,1,0
3,4,1,9,67,6,260.81,1,1
2,3,1,5,36,6,152.99,1,0
